Time,Susceptible,Infected,Recovered
141,205.986,5.35713,788.657
142,205.771,5.05022,789.179
143,205.568,4.7607,789.671
144,205.378,4.48759,790.135
145,205.198,4.23,790.572
146,205.029,3.98705,790.984
147,204.87,3.75793,791.372
148,204.72,3.54186,791.738
149,204.579,3.33812,792.083
150,204.446,3.14602,792.408
151,204.321,2.96489,792.714
152,204.203,2.79412,793.003
153,204.092,2.63313,793.275
154,203.987,2.48136,793.531
155,203.889,2.33828,793.773
156,203.796,2.20342,794.001
157,203.708,2.0763,794.215
158,203.626,1.95647,794.417
159,203.549,1.84354,794.608
160,203.475,1.73709,794.787
161,203.407,1.63677,794.957
162,203.342,1.54222,795.116
163,203.281,1.45311,795.266
164,203.223,1.36914,795.408
165,203.169,1.29,795.541
166,203.118,1.21543,795.667
167,203.07,1.14516,795.785
168,203.025,1.07893,795.896
169,202.982,1.01653,796.001
170,202.942,0.957732,796.1
171,202.904,0.902326,796.194
172,202.868,0.850119,796.282
173,202.835,0.800927,796.364
174,202.803,0.754576,796.442
175,202.773,0.710903,796.516
176,202.745,0.669755,796.585
177,202.719,0.630984,796.65
178,202.694,0.594455,796.712
179,202.67,0.560037,796.77
180,202.648,0.52761,796.824
181,202.628,0.497059,796.875
182,202.608,0.468274,796.924
183,202.589,0.441155,796.969
184,202.572,0.415605,797.012
185,202.556,0.391533,797.053
186,202.54,0.368855,797.091
187,202.526,0.347489,797.127
188,202.512,0.327359,797.161
189,202.499,0.308395,797.193
190,202.487,0.290529,797.223
191,202.475,0.273697,797.251
192,202.465,0.25784,797.278
193,202.454,0.2429,797.303
194,202.445,0.228826,797.326
195,202.436,0.215568,797.349
196,202.427,0.203077,797.37
197,202.419,0.191309,797.389
198,202.412,0.180223,797.408
199,202.405,0.169779,797.426
