Time,Susceptible,Infected,Recovered
83,333.342,124.548,542.11
84,325.038,120.397,554.564
85,317.212,116.184,566.604
86,309.841,111.937,578.223
87,302.904,107.68,589.416
88,296.381,103.435,600.184
89,290.25,99.2226,610.528
90,284.49,95.0602,620.45
91,279.081,90.963,629.956
92,274.004,86.9439,639.052
93,269.239,83.0141,647.747
94,264.769,79.1828,656.048
95,260.576,75.4575,663.966
96,256.644,71.8443,671.512
97,252.956,68.3475,678.697
98,249.498,64.9706,685.531
99,246.256,61.7155,692.028
100,243.217,58.5835,698.2
101,240.367,55.5749,704.058
102,237.695,52.689,709.616
103,235.19,49.9249,714.885
104,232.842,47.2808,719.877
105,230.64,44.7545,724.605
106,228.576,42.3435,729.081
107,226.64,40.0449,733.315
108,224.825,37.8556,737.319
109,223.123,35.7722,741.105
110,221.526,33.7913,744.682
111,220.029,31.9093,748.061
112,218.625,30.1226,751.252
113,217.308,28.4274,754.265
114,216.073,26.8202,757.107
115,214.913,25.2972,759.789
116,213.826,23.8548,762.319
117,212.806,22.4895,764.705
118,211.849,21.1977,766.953
119,210.951,19.9761,769.073
120,210.108,18.8213,771.071
121,209.317,17.73,772.953
122,208.575,16.6993,774.726
123,207.878,15.726,776.396
124,207.224,14.8072,777.969
125,206.611,13.9401,779.449
126,206.035,13.1222,780.843
127,205.494,12.3507,782.155
128,204.986,11.6232,783.391
129,204.51,10.9374,784.553
130,204.062,10.291,785.647
131,203.642,9.68192,786.676
132,203.248,9.10806,787.644
133,202.878,8.56749,788.555
134,202.53,8.05837,789.411
135,202.204,7.57895,790.217
136,201.897,7.12755,790.975
137,201.609,6.7026,791.688
138,201.339,6.3026,792.358
139,201.085,5.92614,792.988
140,200.847,5.57185,793.581
141,200.623,5.23849,794.138
142,200.413,4.92483,794.662
143,200.216,4.62975,795.155
144,200.03,4.35216,795.618
145,199.856,4.09106,796.053
146,199.693,3.84548,796.462
147,199.539,3.61451,796.846
148,199.395,3.39731,797.208
149,199.259,3.19306,797.548
150,199.132,3.001,797.867
151,199.013,2.82042,798.167
152,198.9,2.65064,798.449
153,198.795,2.49102,798.714
154,198.696,2.34096,798.963
155,198.603,2.19989,799.197
156,198.515,2.06728,799.417
157,198.433,1.94263,799.624
158,198.356,1.82546,799.818
159,198.284,1.71534,800.001
160,198.216,1.61183,800.172
161,198.152,1.51454,800.334
162,198.092,1.42311,800.485
163,198.036,1.33718,800.627
164,197.983,1.25642,800.761
165,197.933,1.18053,800.887
166,197.886,1.10921,801.005
167,197.842,1.04219,801.116
168,197.801,0.979209,801.22
169,197.762,0.920025,801.318
170,197.726,0.864412,801.41
171,197.692,0.812154,801.496
172,197.66,0.76305,801.577
173,197.629,0.71691,801.654
174,197.601,0.673555,801.725
175,197.574,0.632819,801.793
176,197.549,0.594543,801.856
177,197.526,0.558579,801.916
178,197.504,0.524788,801.971
179,197.483,0.493038,802.024
180,197.464,0.463208,802.073
181,197.445,0.43518,802.119
182,197.428,0.408847,802.163
183,197.412,0.384106,802.204
184,197.397,0.360861,802.242
185,197.383,0.339021,802.278
186,197.369,0.318503,802.312
187,197.357,0.299225,802.344
188,197.345,0.281113,802.374
189,197.334,0.264097,802.402
190,197.323,0.24811,802.429
191,197.314,0.233091,802.453
192,197.304,0.21898,802.477
193,197.296,0.205723,802.499
194,197.288,0.193269,802.519
195,197.28,0.181568,802.539
196,197.273,0.170575,802.557
197,197.266,0.160247,802.574
198,197.26,0.150545,802.59
199,197.254,0.14143,802.605
