Time,Susceptible,Infected,Recovered
93,269.66,75.5441,654.796
94,265.708,72.1141,662.178
95,261.991,68.7871,669.222
96,258.495,65.5662,675.939
97,255.207,62.4538,682.339
98,252.116,59.4512,688.433
99,249.208,56.5591,694.233
100,246.474,53.7773,699.749
101,243.903,51.1052,704.992
102,241.485,48.5417,709.973
103,239.211,46.0851,714.704
104,237.073,43.7336,719.194
105,235.061,41.4848,723.454
106,233.169,39.3363,727.494
107,231.39,37.2854,731.324
108,229.716,35.3292,734.954
109,228.142,33.4648,738.393
110,226.66,31.6891,741.65
111,225.267,29.999,744.734
112,223.956,28.3914,747.653
113,222.722,26.8631,750.415
114,221.561,25.4109,753.028
115,220.468,24.0319,755.5
116,219.44,22.7228,757.837
117,218.473,21.4808,760.046
118,217.562,20.3029,762.135
119,216.705,19.1862,764.109
120,215.898,18.1278,765.974
121,215.138,17.1252,767.737
122,214.423,16.1756,769.401
123,213.75,15.2766,770.973
124,213.116,14.4257,772.458
125,212.52,13.6204,773.86
126,211.958,12.8587,775.184
127,211.429,12.1382,776.433
128,210.931,11.4569,777.613
129,210.461,10.8128,778.726
130,210.02,10.204,779.776
131,209.604,9.62863,780.768
132,209.212,9.08497,781.703
133,208.843,8.57136,782.586
134,208.495,8.08621,783.418
135,208.168,7.628,784.204
136,207.86,7.1953,784.945
137,207.57,6.78674,785.644
138,207.296,6.40102,786.303
139,207.038,6.0369,786.925
140,206.796,5.69321,787.511
141,206.567,5.36883,788.064
142,206.352,5.06271,788.585
143,206.149,4.77384,789.077
144,205.958,4.50128,789.541
145,205.778,4.24412,789.978
146,205.609,4.00152,790.39
147,205.449,3.77265,790.779
148,205.298,3.55677,791.145
149,205.157,3.35314,791.49
150,205.023,3.16109,791.816
151,204.897,2.97995,792.123
152,204.779,2.80913,792.412
153,204.667,2.64804,792.685
154,204.562,2.49613,792.942
155,204.463,2.35289,793.185
156,204.369,2.21783,793.413
157,204.281,2.09048,793.628
158,204.198,1.97041,793.831
159,204.12,1.8572,794.023
160,204.047,1.75048,794.203
161,203.977,1.64986,794.373
162,203.912,1.55501,794.533
163,203.85,1.46559,794.684
164,203.792,1.38129,794.826
165,203.738,1.30183,794.961
166,203.686,1.22693,795.087
167,203.638,1.15633,795.206
168,203.592,1.08977,795.318
169,203.549,1.02704,795.424
170,203.508,0.967915,795.524
171,203.47,0.912184,795.618
172,203.434,0.859656,795.706
173,203.4,0.810147,795.79
174,203.368,0.763484,795.869
175,203.338,0.719505,795.943
176,203.309,0.678054,796.013
177,203.283,0.638989,796.078
178,203.257,0.60217,796.14
179,203.234,0.567471,796.199
180,203.211,0.534768,796.254
181,203.19,0.503948,796.306
182,203.17,0.474903,796.355
183,203.152,0.447529,796.401
184,203.134,0.421732,796.444
185,203.117,0.397421,796.485
186,203.102,0.374509,796.524
187,203.087,0.352918,796.56
188,203.073,0.33257,796.595
189,203.06,0.313395,796.627
190,203.047,0.295325,796.657
191,203.036,0.278296,796.686
192,203.025,0.262248,796.713
193,203.014,0.247125,796.738
194,203.005,0.232873,796.762
195,202.996,0.219444,796.785
196,202.987,0.206788,796.806
197,202.979,0.194862,796.826
198,202.971,0.183623,796.845
199,202.964,0.173032,796.863
