Time,Susceptible,Infected,Recovered
93,269.66,75.5445,654.795
94,265.708,72.1144,662.178
95,261.991,68.7874,669.222
96,258.495,65.5665,675.939
97,255.207,62.4541,682.339
98,252.115,59.4515,688.433
99,249.208,56.5593,694.233
100,246.474,53.7775,699.749
101,243.903,51.1054,704.992
102,241.485,48.5419,709.973
103,239.211,46.0853,714.704
104,237.072,43.7337,719.194
105,235.061,41.4849,723.454
106,233.169,39.3365,727.494
107,231.39,37.2855,731.325
108,229.716,35.3294,734.955
109,228.142,33.4649,738.394
110,226.66,31.6892,741.651
111,225.267,29.9991,744.734
112,223.955,28.3915,747.653
113,222.722,26.8631,750.415
114,221.561,25.411,753.028
115,220.468,24.0319,755.5
116,219.44,22.7229,757.837
117,218.472,21.4809,760.047
118,217.562,20.3029,762.135
119,216.704,19.1862,764.109
120,215.898,18.1279,765.975
121,215.138,17.1252,767.737
122,214.423,16.1757,769.401
123,213.75,15.2766,770.974
124,213.116,14.4257,772.458
125,212.519,13.6205,773.86
126,211.957,12.8587,775.184
127,211.428,12.1382,776.433
128,210.93,11.4569,777.613
129,210.461,10.8128,778.726
130,210.019,10.204,779.777
131,209.603,9.62863,780.768
132,209.212,9.08498,781.703
133,208.843,8.57136,782.586
134,208.495,8.08621,783.419
135,208.168,7.628,784.204
136,207.86,7.1953,784.945
137,207.569,6.78674,785.644
138,207.296,6.40102,786.303
139,207.038,6.0369,786.925
140,206.796,5.6932,787.511
141,206.567,5.36882,788.064
142,206.352,5.0627,788.586
143,206.149,4.77383,789.077
144,205.958,4.50127,789.541
145,205.778,4.24412,789.978
146,205.608,4.00151,790.39
147,205.449,3.77265,790.779
148,205.298,3.55676,791.145
149,205.156,3.35314,791.491
150,205.023,3.16108,791.816
151,204.897,2.97995,792.123
152,204.778,2.80912,792.413
153,204.667,2.64803,792.685
154,204.561,2.49613,792.942
155,204.462,2.35288,793.185
156,204.369,2.21782,793.413
157,204.281,2.09047,793.629
158,204.198,1.9704,793.832
159,204.12,1.8572,794.023
160,204.046,1.75047,794.203
161,203.977,1.64985,794.373
162,203.912,1.555,794.533
163,203.85,1.46558,794.684
164,203.792,1.38129,794.827
165,203.737,1.30183,794.961
166,203.686,1.22692,795.087
167,203.637,1.15632,795.206
168,203.592,1.08977,795.319
169,203.548,1.02704,795.424
170,203.508,0.96791,795.524
171,203.47,0.91218,795.618
172,203.434,0.859651,795.707
173,203.4,0.810142,795.79
174,203.368,0.76348,795.869
175,203.337,0.7195,795.943
176,203.309,0.67805,796.013
177,203.282,0.638985,796.079
178,203.257,0.602167,796.141
179,203.233,0.567467,796.199
180,203.211,0.534765,796.254
181,203.19,0.503945,796.306
182,203.17,0.474899,796.355
183,203.151,0.447526,796.401
184,203.134,0.421729,796.445
185,203.117,0.397418,796.486
186,203.101,0.374507,796.524
187,203.086,0.352915,796.561
188,203.073,0.332568,796.595
189,203.059,0.313393,796.627
190,203.047,0.295322,796.658
191,203.035,0.278293,796.686
192,203.024,0.262246,796.713
193,203.014,0.247123,796.739
194,203.004,0.232871,796.763
195,202.995,0.219442,796.785
196,202.987,0.206786,796.807
197,202.978,0.19486,796.827
198,202.971,0.183621,796.846
199,202.964,0.173031,796.863
