Time,Susceptible,Infected,Recovered
93,269.662,75.5454,654.792
94,265.71,72.1154,662.175
95,261.993,68.7883,669.219
96,258.497,65.5675,675.936
97,255.209,62.4551,682.336
98,252.117,59.4525,688.43
99,249.21,56.5603,694.23
100,246.475,53.7784,699.746
101,243.904,51.1063,704.989
102,241.486,48.5428,709.971
103,239.212,46.0862,714.701
104,237.074,43.7346,719.192
105,235.062,41.4858,723.452
106,233.171,39.3373,727.492
107,231.391,37.2864,731.322
108,229.717,35.3302,734.952
109,228.143,33.4657,738.391
110,226.661,31.69,741.649
111,225.268,29.9999,744.732
112,223.957,28.3922,747.651
113,222.723,26.8638,750.413
114,221.562,25.4117,753.026
115,220.469,24.0326,755.498
116,219.441,22.7235,757.835
117,218.473,21.4815,760.045
118,217.563,20.3035,762.134
119,216.705,19.1868,764.108
120,215.899,18.1284,765.973
121,215.139,17.1258,767.735
122,214.424,16.1762,769.4
123,213.751,15.2771,770.972
124,213.117,14.4262,772.457
125,212.52,13.6209,773.859
126,211.958,12.8591,775.183
127,211.429,12.1386,776.432
128,210.931,11.4573,777.612
129,210.462,10.8132,778.725
130,210.02,10.2044,779.775
131,209.604,9.62899,780.767
132,209.212,9.08532,781.702
133,208.843,8.5717,782.585
134,208.496,8.08653,783.418
135,208.169,7.62831,784.203
136,207.86,7.19559,784.944
137,207.57,6.78702,785.643
138,207.297,6.40128,786.302
139,207.039,6.03715,786.924
140,206.796,5.69345,787.51
141,206.568,5.36906,788.063
142,206.352,5.06292,788.585
143,206.15,4.77405,789.076
144,205.958,4.50148,789.54
145,205.778,4.24431,789.977
146,205.609,4.00169,790.389
147,205.449,3.77282,790.778
148,205.299,3.55693,791.144
149,205.157,3.3533,791.49
150,205.023,3.16123,791.815
151,204.898,2.98009,792.122
152,204.779,2.80926,792.412
153,204.667,2.64817,792.685
154,204.562,2.49625,792.942
155,204.463,2.35301,793.184
156,204.369,2.21794,793.413
157,204.281,2.09058,793.628
158,204.199,1.97051,793.831
159,204.12,1.8573,794.022
160,204.047,1.75057,794.203
161,203.977,1.64995,794.373
162,203.912,1.55509,794.533
163,203.851,1.46566,794.684
164,203.793,1.38137,794.826
165,203.738,1.3019,794.96
166,203.686,1.227,795.087
167,203.638,1.15639,795.206
168,203.592,1.08983,795.318
169,203.549,1.0271,795.424
170,203.508,0.967969,795.524
171,203.47,0.912235,795.618
172,203.434,0.859704,795.706
173,203.4,0.810193,795.79
174,203.368,0.763528,795.868
175,203.338,0.719546,795.942
176,203.31,0.678094,796.012
177,203.283,0.639026,796.078
178,203.258,0.602206,796.14
179,203.234,0.567504,796.199
180,203.211,0.5348,796.254
181,203.19,0.503979,796.306
182,203.171,0.474931,796.355
183,203.152,0.447556,796.401
184,203.134,0.421758,796.444
185,203.117,0.397445,796.485
186,203.102,0.374533,796.524
187,203.087,0.35294,796.56
188,203.073,0.332591,796.594
189,203.06,0.313415,796.627
190,203.048,0.295344,796.657
191,203.036,0.278313,796.686
192,203.025,0.262265,796.713
193,203.015,0.247141,796.738
194,203.005,0.232889,796.762
195,202.996,0.219458,796.785
196,202.987,0.206802,796.806
197,202.979,0.194875,796.826
198,202.971,0.183635,796.845
199,202.964,0.173044,796.863
