Time,Susceptible,Infected,Recovered
101,243.906,51.1077,704.987
102,241.488,48.5441,709.968
103,239.214,46.0874,714.699
104,237.075,43.7358,719.189
105,235.063,41.487,723.45
106,233.172,39.3384,727.49
107,231.392,37.2875,731.32
108,229.718,35.3312,734.951
109,228.144,33.4667,738.39
110,226.662,31.691,741.647
111,225.269,30.0008,744.731
112,223.957,28.3931,747.65
113,222.723,26.8647,750.412
114,221.562,25.4125,753.025
115,220.47,24.0334,755.497
116,219.442,22.7243,757.834
117,218.474,21.4822,760.044
118,217.563,20.3042,762.133
119,216.706,19.1874,764.107
120,215.899,18.129,765.972
121,215.139,17.1264,767.734
122,214.424,16.1768,769.399
123,213.751,15.2777,770.971
124,213.117,14.4267,772.456
125,212.52,13.6214,773.858
126,211.959,12.8596,775.182
127,211.43,12.1391,776.431
128,210.931,11.4577,777.611
129,210.462,10.8136,778.724
130,210.02,10.2048,779.775
131,209.604,9.62936,780.766
132,209.213,9.08567,781.702
133,208.844,8.57203,782.584
134,208.496,8.08684,783.417
135,208.169,7.62861,784.203
136,207.861,7.19588,784.944
137,207.57,6.78729,785.643
138,207.297,6.40154,786.302
139,207.039,6.0374,786.924
140,206.796,5.69368,787.51
141,206.568,5.36928,788.063
142,206.353,5.06313,788.584
143,206.15,4.77425,789.076
144,205.959,4.50167,789.54
145,205.779,4.24449,789.977
146,205.609,4.00187,790.389
147,205.449,3.77299,790.778
148,205.299,3.55709,791.144
149,205.157,3.35345,791.49
150,205.023,3.16137,791.815
151,204.898,2.98023,792.122
152,204.779,2.80939,792.412
153,204.667,2.64829,792.684
154,204.562,2.49637,792.942
155,204.463,2.35311,793.184
156,204.37,2.21804,793.412
157,204.282,2.09068,793.628
158,204.199,1.9706,793.831
159,204.12,1.85738,794.022
160,204.047,1.75065,794.203
161,203.977,1.65002,794.372
162,203.912,1.55516,794.533
163,203.851,1.46573,794.684
164,203.793,1.38143,794.826
165,203.738,1.30196,794.96
166,203.686,1.22705,795.087
167,203.638,1.15644,795.206
168,203.592,1.08989,795.318
169,203.549,1.02715,795.424
170,203.508,0.968017,795.524
171,203.47,0.912281,795.618
172,203.434,0.859748,795.706
173,203.4,0.810234,795.79
174,203.368,0.763567,795.868
175,203.338,0.719583,795.942
176,203.31,0.678129,796.012
177,203.283,0.639059,796.078
178,203.258,0.602237,796.14
179,203.234,0.567534,796.199
180,203.211,0.534828,796.254
181,203.19,0.504005,796.306
182,203.171,0.474957,796.355
183,203.152,0.44758,796.401
184,203.134,0.421781,796.444
185,203.117,0.397467,796.485
186,203.102,0.374553,796.524
187,203.087,0.352959,796.56
188,203.073,0.33261,796.594
189,203.06,0.313432,796.627
190,203.048,0.29536,796.657
191,203.036,0.278329,796.686
192,203.025,0.262279,796.713
193,203.015,0.247155,796.738
194,203.005,0.232902,796.762
195,202.996,0.219471,796.785
196,202.987,0.206813,796.806
197,202.979,0.194886,796.826
198,202.971,0.183646,796.845
199,202.964,0.173054,796.863
